ID_Usuario;DNI_Usuario;Edad;Género_sucio;Género;Ubicación_sucio;Ubicación;Tipo_Viajero_sucio;Tipo_Viajero;ID_Reserva;Fecha_Reserva;Fecha_Viaje;Antelacion_Reserva_sucio;Antelacion_Reserva;Duracion_Viaje_sucio;Numero_Personas;Tipo_Paquete_sucio;Tipo_Paquete;Costo_Total;Metodo_Pago;Destino_sucio;Destino;Tipo_Alojamiento_sucio;Clase_Vuelo;Actividades_Reservadas_sucio;Actividades_Reser_sucio2;Actividades_Reservadas;Numero_Noches_Estancia_sucio;Numero_Noches_Estancia;Promocion_Aplicada_sucio;Promocion_Aplicada;Fuente_Reserva;Estado_Reserva;Mes_Reserva_sucio;Mes_Reserva;Mes_Viaje_sucio;Mes_Viaje;Estacionalidad;Cancelacion_Reserva_sucio;Cancelacion_reserva;Calificacion_Usuario;Comentarios;Rango_Edad;Gasto_persona;Gasto_duracion
U0172;18554420K;57;Male;Masculino;UK;Reino unido;Negocios;Negocios;R00172;05/02/2024;15/10/2024;327;253;6;1;Vuelo + Hotel;Vuelo + Hotel;11.388,80;Transferencia bancaria;Tokyo;Tokio;Airbnb;Económica;;;;2;5;VERDADERO;Verdadero;Sitio web;Pendiente;4;2;12;10;Temporada alta;FALSO;Falso;3;Todo bien;Adultos Mayores;11.388,80;1.898,13
U0173;11637369J;29;Male;Masculino;Mexico;Méjico;Tusirta;Turista;R00173;08/02/2024;10/11/2024;35;276;4;3;Solo vuelo;Vuelo;18.010,40;Tarjeta de crédito;Paris;Paris;;Ejecutiva;;;;8;3;FALSO;Falso;Agente de viajes;Pendiente;10;2;9;11;Temporada alta;VERDADERO;Verdadero;4;Todo bien;Jovenes Adultos;6.003,47;4.502,60
U0174;76634567Q;47;Other;Otro;Mexico;Méjico;Tusirta;Turista;R00174;18/05/2024;11/12/2024;23;207;14;4;Solo vuelo;Vuelo;1.446,40;Tarjeta de crédito;Cancun;Cancun;;Ejecutiva;;;;7;13;FALSO;Falso;App móvil;Pendiente;1;5;9;12;Temporada baja;FALSO;Falso;3;Todo bien;Mediana Edad;361,60;103,31
U0175;51151966N;45;Male;Masculino;Mexico;Méjico;Negocios;Negocios;R00175;03/02/2024;02/10/2024;133;242;7;4;Solo vuelo;Vuelo;14.216,50;PayPal;Rome;Roma;;Primera clase;;;;2;6;FALSO;Falso;Agente de viajes;Pendiente;12;2;8;10;Temporada alta;FALSO;Falso;3;Recomendado;Mediana Edad;3.554,13;2.030,93
U0176;12435037H;51;Other;Otro;Mexico;Méjico;Turista;Turista;R00176;09/01/2024;02/02/2024;130;24;3;4;Solo vuelo;Vuelo;16.561,60;Tarjeta de crédito;Tokyo;Tokio;;Primera clase;;;;4;2;VERDADERO;Verdadero;App móvil;Pendiente;8;1;3;2;Temporada alta;FALSO;Falso;3;Problemas con la reserva;Adultos Mayores;4.140,40;5.520,53
U0177;53478548Y;24;Other;Otro;India;India;Turista;Turista;R00177;22/04/2024;31/07/2024;105;100;11;2;Solo vuelo;Vuelo;14.060,50;Transferencia bancaria;Rome;Roma;;Económica;;;;3;10;FALSO;Falso;App móvil;Pendiente;7;4;3;7;Temporada alta;VERDADERO;Verdadero;2;No me gustó el servicio;Jovenes Adultos;7.030,25;1.278,23
U0178;95925572R;59;Male;Masculino;India;India;Negocios;Negocios;R00178;26/06/2024;26/10/2024;91;122;4;3;Vuelo + Hotel + Tour;Vuelo + Hotel + Tour;12.256,30;PayPal;New York;Nueva York;Resort;Económica;Tour en bus;Tour en bus;Tour en bus;2;3;FALSO;Falso;Agente de viajes;Confirmada;4;6;11;10;Temporada baja;FALSO;Falso;5;Recomendado;Adultos Mayores;4.085,43;3.064,08
U0179;53110548Y;20;Female;Femenino;UK;Reino unido;Turista;Turista;R00179;28/05/2024;13/11/2024;191;169;13;1;Vuelo + Hotel;Vuelo + Hotel;7.950,50;Tarjeta de crédito;Tokyo;Tokio;Airbnb;Económica;;;;1;12;VERDADERO;Verdadero;Agente de viajes;Pendiente;10;5;8;11;Temporada baja;FALSO;Falso;5;Recomendado;Jovenes Adultos;7.950,50;611,58
U0180;27403815M;60;Male;Masculino;UK;Reino unido;Tusirta;Turista;R00180;18/01/2024;18/06/2024;63;152;11;1;Vuelo + Hotel;Vuelo + Hotel;9.356,70;Transferencia bancaria;Cancun;Cancun;Resort;Ejecutiva;;;;2;10;FALSO;Falso;App móvil;Cancelada;4;1;6;6;Temporada alta;FALSO;Falso;2;Problemas con la reserva;Adultos Mayores;9.356,70;850,61
U0181;37223888K;22;Female;Femenino;UK;Reino unido;Turista;Turista;R00181;27/02/2024;29/08/2024;21;184;8;3;Solo vuelo;Vuelo;16.938,60;Transferencia bancaria;Tokyo;Tokio;;Económica;;;;7;7;VERDADERO;Verdadero;Sitio web;Cancelada;8;2;4;8;Temporada baja;VERDADERO;Verdadero;5;;Jovenes Adultos;5.646,20;2.117,33
U0182;58732808P;37;Male;Masculino;USA;EEUU;Negocios;Negocios;R00182;12/03/2024;06/04/2024;271;25;2;3;Vuelo + Hotel + Tour;Vuelo + Hotel + Tour;7.568,20;PayPal;Paris;Paris;Airbnb;Económica;;Desconocido;Desconocido;2;1;VERDADERO;Verdadero;App móvil;Pendiente;10;3;4;4;Temporada alta;FALSO;Falso;1;No me gustó el servicio;Adultos;2.522,73;3.784,10
U0183;40276068D;18;Other;Otro;Spain;España;Tusirta;Turista;R00183;30/06/2024;28/07/2024;68;28;6;4;Solo vuelo;Vuelo;12.342,50;PayPal;Tokyo;Tokio;;Primera clase;;;;5;5;VERDADERO;Verdadero;App móvil;Confirmada;5;6;1;7;Temporada alta;FALSO;Falso;3;Recomendado;Jovenes Adultos;3.085,63;2.057,08
U0184;43417306E;35;Female;Femenino;Spain;España;Turista;Turista;R00184;13/10/2024;24/12/2024;363;72;14;2;Solo vuelo;Vuelo;15.493,30;PayPal;Paris;Paris;;Primera clase;;;;9;13;VERDADERO;Verdadero;Agente de viajes;Confirmada;4;10;2;12;Temporada alta;VERDADERO;Verdadero;3;Todo bien;Adultos;7.746,65;1.106,66
U0185;87028521V;34;Female;Femenino;Germany;Alemania;Turista;Turista;R00185;22/05/2024;25/11/2024;185;187;13;1;Vuelo + Hotel;Vuelo + Hotel;1.158,70;PayPal;Rome;Roma;Resort;Económica;;;;3;12;VERDADERO;Verdadero;App móvil;Cancelada;9;5;11;11;Temporada baja;VERDADERO;Verdadero;4;Recomendado;Adultos;1.158,70;89,13
U0186;72845000K;60;Other;Otro;Mexico;Méjico;Negocios;Negocios;R00186;10/06/2024;08/11/2024;326;151;2;4;Solo vuelo;Vuelo;3.223,80;Tarjeta de crédito;London;Londres;;Ejecutiva;;;;5;1;FALSO;Falso;App móvil;Cancelada;11;6;4;11;Temporada alta;VERDADERO;Verdadero;5;Recomendado;Adultos Mayores;805,95;1.611,90
U0187;20957470P;34;Male;Masculino;Australia;Australia;Negocios;Negocios;R00187;12/02/2024;27/11/2024;164;289;4;2;Vuelo + Hotel;Vuelo + Hotel;14.331,10;Tarjeta de crédito;Paris;Paris;Airbnb;Ejecutiva;;;;8;3;FALSO;Falso;App móvil;Pendiente;5;2;12;11;Temporada alta;VERDADERO;Verdadero;3;No me gustó el servicio;Adultos;7.165,55;3.582,78
U0188;69251326M;48;Male;Masculino;Australia;Australia;Turista;Turista;R00188;28/02/2024;03/08/2024;182;157;10;2;Vuelo + Hotel;Vuelo + Hotel;11.165,50;Tarjeta de crédito;Tokyo;Tokio;Airbnb;Primera clase;;;;9;9;VERDADERO;Verdadero;Sitio web;Cancelada;12;2;10;8;Temporada baja;VERDADERO;Verdadero;4;;Mediana Edad;5.582,75;1.116,55
U0189;57118200T;38;Male;Masculino;Australia;Australia;Turista;Turista;R00189;14/07/2024;22/08/2024;339;39;3;4;Vuelo + Hotel;Vuelo + Hotel;8.675,40;Transferencia bancaria;Tokyo;Tokio;Resort;Ejecutiva;;;;2;2;FALSO;Falso;Sitio web;Pendiente;10;7;12;8;Temporada baja;FALSO;Falso;3;Excelente viaje;Adultos;2.168,85;2.891,80
U0190;16541758C;38;Male;Masculino;Australia;Australia;Turista;Turista;R00190;17/03/2024;26/06/2024;206;101;7;3;Solo vuelo;Vuelo;15.347,50;PayPal;Barcelona;Barcelona;;Ejecutiva;;;;1;6;VERDADERO;Verdadero;Agente de viajes;Confirmada;8;3;6;6;Temporada baja;FALSO;Falso;4;Todo bien;Adultos;5.115,83;2.192,50
U0191;29121370N;40;Male;Masculino;Mexico;Méjico;Negocios;Negocios;R00191;10/04/2024;26/08/2024;338;138;13;2;Vuelo + Hotel + Tour;Vuelo + Hotel + Tour;12.922,90;Transferencia bancaria;Barcelona;Barcelona;Airbnb;Primera clase;;Desconocido;Desconocido;5;12;VERDADERO;Verdadero;Agente de viajes;Cancelada;2;4;5;8;Temporada baja;FALSO;Falso;4;;Mediana Edad;6.461,45;994,07
U0192;44869372Y;28;Other;Otro;Mexico;Méjico;Turista;Turista;R00192;17/03/2024;15/11/2024;310;243;10;2;Vuelo + Hotel;Vuelo + Hotel;9.116,70;PayPal;New York;Nueva York;Resort;Ejecutiva;;;;3;9;FALSO;Falso;Sitio web;Pendiente;12;3;11;11;Temporada baja;VERDADERO;Verdadero;4;Todo bien;Jovenes Adultos;4.558,35;911,67
U0193;66323501B;60;Other;Otro;USA;EEUU;Negocios;Negocios;R00193;02/07/2024;16/11/2024;273;137;4;1;Solo vuelo;Vuelo;14.114,80;Transferencia bancaria;Barcelona;Barcelona;;Económica;;;;2;3;VERDADERO;Verdadero;Agente de viajes;Cancelada;4;7;4;11;Temporada baja;VERDADERO;Verdadero;3;Problemas con la reserva;Adultos Mayores;14.114,80;3.528,70
U0194;32340826C;40;Female;Femenino;Australia;Australia;Negocios;Negocios;R00194;22/07/2024;13/09/2024;321;53;10;2;Vuelo + Hotel;Vuelo + Hotel;13.692,60;Tarjeta de crédito;New York;Nueva York;Resort;Ejecutiva;;;;4;9;VERDADERO;Verdadero;Sitio web;Pendiente;2;7;5;9;Temporada alta;FALSO;Falso;1;No me gustó el servicio;Mediana Edad;6.846,30;1.369,26
U0195;81114653R;35;Other;Otro;UK;Reino unido;Negocios;Negocios;R00195;24/02/2024;25/06/2024;170;122;3;1;Vuelo + Hotel + Tour;Vuelo + Hotel + Tour;7.603,90;Tarjeta de crédito;Rome;Roma;Airbnb;Ejecutiva;Excursión en bote;Excursión en bote;Excursión en bote;3;2;VERDADERO;Verdadero;Agente de viajes;Confirmada;9;2;1;6;Temporada alta;FALSO;Falso;4;Todo bien;Adultos;7.603,90;2.534,63
U0196;74092495L;57;Female;Femenino;India;India;Turista;Turista;R00196;01/03/2024;31/07/2024;197;152;6;1;Vuelo + Hotel;Vuelo + Hotel;444,50;Tarjeta de crédito;Rome;Roma;Airbnb;Económica;;;;8;5;VERDADERO;Verdadero;Sitio web;Cancelada;5;3;7;7;Temporada baja;FALSO;Falso;3;Recomendado;Adultos Mayores;444,50;74,08
U0197;33431164C;24;Female;Femenino;India;India;Tusirta;Turista;R00197;26/09/2024;01/10/2024;298;5;7;1;Vuelo + Hotel;Vuelo + Hotel;15.631,10;PayPal;Paris;Paris;Resort;Primera clase;;;;5;6;FALSO;Falso;Agente de viajes;Cancelada;3;9;12;10;Temporada alta;FALSO;Falso;4;Todo bien;Jovenes Adultos;15.631,10;2.233,01
U0198;88374357P;38;Male;Masculino;USA;EEUU;Negocios;Negocios;R00198;19/09/2024;14/11/2024;254;56;12;4;Vuelo + Hotel;Vuelo + Hotel;1.750,90;PayPal;Cancun;Cancun;Resort;Primera clase;;;;4;11;VERDADERO;Verdadero;Agente de viajes;Cancelada;1;9;12;11;Temporada baja;FALSO;Falso;2;Problemas con la reserva;Adultos;437,73;145,91
U0199;26930683Y;52;Female;Femenino;USA;EEUU;Turista;Turista;R00199;17/03/2024;11/04/2024;84;25;4;4;Vuelo + Hotel;Vuelo + Hotel;19.737,40;Transferencia bancaria;Tokyo;Tokio;Airbnb;Económica;;;;1;3;FALSO;Falso;Agente de viajes;Cancelada;12;3;7;4;Temporada alta;FALSO;Falso;3;Recomendado;Adultos Mayores;4.934,35;4.934,35
U0200;67131985E;52;Male;Masculino;USA;EEUU;Turista;Turista;R00200;28/04/2024;25/12/2024;118;241;10;4;Vuelo + Hotel + Tour;Vuelo + Hotel + Tour;10.755,80;Transferencia bancaria;Cancun;Cancun;Hotel;Económica;City tour;City tour;Tour en Cuidad;7;9;FALSO;Falso;Agente de viajes;Cancelada;5;4;1;12;Temporada baja;FALSO;Falso;5;Todo bien;Adultos Mayores;2.688,95;1.075,58
U0201;88602607Y;38;Other;Otro;Spain;España;Tusirta;Turista;R00201;23/05/2024;04/11/2024;336;165;5;2;Vuelo + Hotel + Tour;Vuelo + Hotel + Tour;17.613,80;Transferencia bancaria;Paris;Paris;Airbnb;Ejecutiva;;Desconocido;Desconocido;7;4;VERDADERO;Verdadero;Sitio web;Cancelada;8;5;10;11;Temporada alta;FALSO;Falso;5;Recomendado;Adultos;8.806,90;3.522,76
U0202;22607304Y;28;Male;Masculino;UK;Reino unido;Negocios;Negocios;R00202;07/11/2024;23/11/2024;169;16;5;1;Vuelo + Hotel;Vuelo + Hotel;2.564,20;Tarjeta de crédito;London;Londres;Hotel;Económica;;;;2;4;FALSO;Falso;App móvil;Pendiente;9;11;4;11;Temporada alta;FALSO;Falso;2;No me gustó el servicio;Jovenes Adultos;2.564,20;512,84
U0203;63553184K;32;Male;Masculino;Spain;España;Turista;Turista;R00203;12/03/2024;18/04/2024;138;37;3;4;Vuelo + Hotel + Tour;Vuelo + Hotel + Tour;15.571,10;Tarjeta de crédito;Cancun;Cancun;Airbnb;Primera clase;;Desconocido;Desconocido;9;2;FALSO;Falso;Agente de viajes;Cancelada;1;3;10;4;Temporada baja;VERDADERO;Verdadero;4;Todo bien;Adultos;3.892,78;5.190,37
U0204;15184363Q;33;Other;Otro;USA;EEUU;Turista;Turista;R00204;13/01/2024;29/08/2024;141;229;12;4;Vuelo + Hotel + Tour;Vuelo + Hotel + Tour;14.408,60;Tarjeta de crédito;Paris;Paris;Hotel;Económica;Tour en bus;Tour en bus;Tour en bus;1;11;FALSO;Falso;App móvil;Cancelada;12;1;5;8;Temporada baja;FALSO;Falso;5;Todo bien;Adultos;3.602,15;1.200,72
U0205;94441873D;32;Other;Otro;Germany;Alemania;Negocios;Negocios;R00205;30/05/2024;16/07/2024;341;47;7;2;Solo vuelo;Vuelo;16.803,50;PayPal;Tokyo;Tokio;;Ejecutiva;;;;9;6;FALSO;Falso;App móvil;Confirmada;3;5;12;7;Temporada baja;FALSO;Falso;4;Recomendado;Adultos;8.401,75;2.400,50
U0206;58041779Z;54;Male;Masculino;Australia;Australia;Turista;Turista;R00206;06/08/2024;13/09/2024;131;38;8;1;Vuelo + Hotel;Vuelo + Hotel;9.943,90;Transferencia bancaria;Paris;Paris;Airbnb;Económica;;;;4;7;VERDADERO;Verdadero;Agente de viajes;Cancelada;11;8;1;9;Temporada alta;VERDADERO;Verdadero;2;;Adultos Mayores;9.943,90;1.242,99
U0207;44416531N;22;Male;Masculino;UK;Reino unido;Tusirta;Turista;R00207;01/08/2024;31/08/2024;173;30;4;4;Solo vuelo;Vuelo;13.855,10;PayPal;Tokyo;Tokio;;Primera clase;;;;2;3;FALSO;Falso;Sitio web;Pendiente;8;8;3;8;Temporada alta;VERDADERO;Verdadero;1;Problemas con la reserva;Jovenes Adultos;3.463,78;3.463,78
U0208;40382520V;26;Female;Femenino;Australia;Australia;Turista;Turista;R00208;11/05/2024;01/09/2024;171;113;5;4;Solo vuelo;Vuelo;9.981,40;PayPal;Cancun;Cancun;;Económica;;;;8;4;VERDADERO;Verdadero;Agente de viajes;Cancelada;12;5;4;9;Temporada baja;VERDADERO;Verdadero;2;No me gustó el servicio;Jovenes Adultos;2.495,35;1.996,28
U0209;45511308N;47;Other;Otro;Spain;España;Negocios;Negocios;R00209;06/08/2024;26/10/2024;226;81;11;4;Solo vuelo;Vuelo;18.963,20;Transferencia bancaria;New York;Nueva York;;Primera clase;;;;8;10;FALSO;Falso;Agente de viajes;Confirmada;7;8;4;10;Temporada alta;FALSO;Falso;3;No me gustó el servicio;Mediana Edad;4.740,80;1.723,93
U0210;40546973C;52;Male;Masculino;USA;EEUU;Turista;Turista;R00210;11/03/2024;18/10/2024;249;221;4;4;Vuelo + Hotel;Vuelo + Hotel;5.552,70;PayPal;Tokyo;Tokio;Hotel;Ejecutiva;;;;7;3;VERDADERO;Verdadero;App móvil;Pendiente;9;3;11;10;Temporada alta;VERDADERO;Verdadero;3;Excelente viaje;Adultos Mayores;1.388,18;1.388,18
U0211;22795484T;32;Other;Otro;Spain;España;Negocios;Negocios;R00211;30/11/2024;31/12/2024;256;31;4;2;Vuelo + Hotel + Tour;Vuelo + Hotel + Tour;8.745,10;Transferencia bancaria;Tokyo;Tokio;Hotel;Económica;Excursión en bote;Excursión en bote;Excursión en bote;8;3;VERDADERO;Verdadero;App móvil;Pendiente;2;11;2;12;Temporada alta;FALSO;Falso;3;Problemas con la reserva;Adultos;4.372,55;2.186,28
U0212;91562891Y;21;Other;Otro;USA;EEUU;Tusirta;Turista;R00212;06/06/2024;26/09/2024;341;112;3;1;Solo vuelo;Vuelo;18.652,50;Tarjeta de crédito;Cancun;Cancun;;Económica;;;;2;2;FALSO;Falso;App móvil;Pendiente;2;6;2;9;Temporada baja;VERDADERO;Verdadero;5;Excelente viaje;Jovenes Adultos;18.652,50;6.217,50
U0213;37731085E;20;Male;Masculino;USA;EEUU;Negocios;Negocios;R00213;27/03/2024;12/08/2024;37;138;4;2;Solo vuelo;Vuelo;11.855,30;Tarjeta de crédito;Paris;Paris;;Ejecutiva;;;;7;3;VERDADERO;Verdadero;App móvil;Cancelada;1;3;1;8;Temporada baja;VERDADERO;Verdadero;1;Problemas con la reserva;Jovenes Adultos;5.927,65;2.963,83
U0214;59889349V;20;Male;Masculino;UK;Reino unido;Negocios;Negocios;R00214;20/02/2024;27/07/2024;6;158;5;2;Solo vuelo;Vuelo;7.314,40;Transferencia bancaria;New York;Nueva York;;Ejecutiva;;;;3;4;FALSO;Falso;App móvil;Pendiente;11;2;7;7;Temporada alta;FALSO;Falso;3;Problemas con la reserva;Jovenes Adultos;3.657,20;1.462,88
U0215;15036097P;59;Other;Otro;Mexico;Méjico;Turista;Turista;R00215;24/02/2024;21/09/2024;186;210;5;1;Vuelo + Hotel + Tour;Vuelo + Hotel + Tour;12.323,90;Tarjeta de crédito;London;Londres;Hotel;Ejecutiva;;Desconocido;Desconocido;4;4;VERDADERO;Verdadero;Agente de viajes;Confirmada;1;2;10;9;Temporada baja;VERDADERO;Verdadero;5;Excelente viaje;Adultos Mayores;12.323,90;2.464,78
U0216;17492453X;53;Other;Otro;USA;EEUU;Turista;Turista;R00216;15/03/2024;17/10/2024;29;216;1;4;Vuelo + Hotel + Tour;Vuelo + Hotel + Tour;17.016,10;Transferencia bancaria;London;Londres;Resort;Primera clase;Tour en bus;Tour en bus;Tour en bus;1;0;FALSO;Falso;Sitio web;Confirmada;4;3;1;10;Temporada baja;FALSO;Falso;3;Problemas con la reserva;Adultos Mayores;4.254,03;17.016,10
U0217;60820914J;36;Other;Otro;USA;EEUU;Tusirta;Turista;R00217;26/03/2024;13/06/2024;256;79;3;1;Vuelo + Hotel + Tour;Vuelo + Hotel + Tour;15.736,80;Tarjeta de crédito;Paris;Paris;Hotel;Económica;City tour;City tour;Tour en Cuidad;6;2;VERDADERO;Verdadero;Agente de viajes;Pendiente;12;3;6;6;Temporada baja;FALSO;Falso;4;Excelente viaje;Adultos;15.736,80;5.245,60
U0218;48025979R;58;Male;Masculino;UK;Reino unido;Tusirta;Turista;R00218;15/07/2024;28/12/2024;254;166;6;2;Solo vuelo;Vuelo;14.118,30;Tarjeta de crédito;New York;Nueva York;;Económica;;;;9;5;VERDADERO;Verdadero;Agente de viajes;Cancelada;12;7;1;12;Temporada alta;VERDADERO;Verdadero;5;Todo bien;Adultos Mayores;7.059,15;2.353,05
U0219;21293393Q;31;Male;Masculino;UK;Reino unido;Turista;Turista;R00219;12/05/2024;25/10/2024;298;166;7;4;Vuelo + Hotel + Tour;Vuelo + Hotel + Tour;338,30;Tarjeta de crédito;Tokyo;Tokio;Resort;Ejecutiva;;Desconocido;Desconocido;4;6;VERDADERO;Verdadero;Sitio web;Cancelada;5;5;10;10;Temporada alta;VERDADERO;Verdadero;3;No me gustó el servicio;Adultos;84,58;48,33
U0220;95336302Z;36;Male;Masculino;USA;EEUU;Tusirta;Turista;R00220;27/04/2024;09/05/2024;77;12;8;3;Vuelo + Hotel;Vuelo + Hotel;572,20;Transferencia bancaria;Barcelona;Barcelona;Airbnb;Ejecutiva;;;;3;7;VERDADERO;Verdadero;App móvil;Pendiente;11;4;6;5;Temporada alta;FALSO;Falso;5;Excelente viaje;Adultos;190,73;71,53
U0221;37016600D;29;Other;Otro;Germany;Alemania;Tusirta;Turista;R00221;16/02/2024;08/04/2024;255;52;2;1;Solo vuelo;Vuelo;3.207,70;Tarjeta de crédito;Tokyo;Tokio;;Ejecutiva;;;;6;1;VERDADERO;Verdadero;App móvil;Pendiente;2;2;4;4;Temporada alta;FALSO;Falso;2;Problemas con la reserva;Jovenes Adultos;3.207,70;1.603,85
U0222;85906134F;36;Other;Otro;Germany;Alemania;Negocios;Negocios;R00222;23/07/2024;30/07/2024;319;7;9;1;Solo vuelo;Vuelo;16.542,70;Tarjeta de crédito;Barcelona;Barcelona;;Económica;;;;3;8;FALSO;Falso;App móvil;Cancelada;7;7;2;7;Temporada alta;FALSO;Falso;4;Recomendado;Adultos;16.542,70;1.838,08
U0223;88978025H;30;Female;Femenino;India;India;Negocios;Negocios;R00223;26/02/2024;27/02/2024;56;1;7;1;Vuelo + Hotel + Tour;Vuelo + Hotel + Tour;11.637,10;PayPal;Tokyo;Tokio;Resort;Primera clase;Tour en bus;Tour en bus;Tour en bus;5;6;FALSO;Falso;App móvil;Cancelada;11;2;9;2;Temporada alta;FALSO;Falso;5;Recomendado;Adultos;11.637,10;1.662,44
U0224;92770960T;41;Other;Otro;Australia;Australia;Negocios;Negocios;R00224;25/04/2024;20/09/2024;58;148;1;4;Vuelo + Hotel + Tour;Vuelo + Hotel + Tour;8.023,90;PayPal;Tokyo;Tokio;Hotel;Ejecutiva;;Desconocido;Desconocido;3;0;FALSO;Falso;Agente de viajes;Pendiente;10;4;12;9;Temporada alta;FALSO;Falso;1;Problemas con la reserva;Mediana Edad;2.005,98;8.023,90
U0225;24302249N;31;Female;Femenino;USA;EEUU;Tusirta;Turista;R00225;29/02/2024;20/07/2024;150;142;3;2;Vuelo + Hotel;Vuelo + Hotel;15.571,60;Tarjeta de crédito;London;Londres;Airbnb;Primera clase;;;;5;2;VERDADERO;Verdadero;App móvil;Cancelada;10;2;9;7;Temporada baja;VERDADERO;Verdadero;2;No me gustó el servicio;Adultos;7.785,80;5.190,53
U0226;29843230V;20;Male;Masculino;Australia;Australia;Negocios;Negocios;R00226;21/11/2024;30/11/2024;159;9;12;2;Vuelo + Hotel;Vuelo + Hotel;5.018,90;Transferencia bancaria;Tokyo;Tokio;Hotel;Económica;;;;1;11;VERDADERO;Verdadero;Sitio web;Cancelada;1;11;7;11;Temporada baja;VERDADERO;Verdadero;1;;Jovenes Adultos;2.509,45;418,24
U0227;14084810R;29;Male;Masculino;Spain;España;Turista;Turista;R00227;14/02/2024;02/10/2024;152;231;4;1;Vuelo + Hotel;Vuelo + Hotel;1.946,60;Transferencia bancaria;Paris;Paris;Resort;Primera clase;;;;7;3;VERDADERO;Verdadero;Agente de viajes;Cancelada;8;2;7;10;Temporada baja;VERDADERO;Verdadero;4;Recomendado;Jovenes Adultos;1.946,60;486,65
U0228;56598155P;46;Other;Otro;Mexico;Méjico;Negocios;Negocios;R00228;10/02/2024;11/02/2024;323;1;5;1;Vuelo + Hotel + Tour;Vuelo + Hotel + Tour;3.777,90;PayPal;Paris;Paris;Hotel;Ejecutiva;;Desconocido;Desconocido;4;4;FALSO;Falso;Agente de viajes;Confirmada;1;2;1;2;Temporada alta;FALSO;Falso;1;No me gustó el servicio;Mediana Edad;3.777,90;755,58
U0229;38148165C;64;Male;Masculino;India;India;Turista;Turista;R00229;08/05/2024;09/06/2024;297;32;11;4;Solo vuelo;Vuelo;6.479,30;Transferencia bancaria;Barcelona;Barcelona;;Primera clase;;;;4;10;FALSO;Falso;Agente de viajes;Confirmada;8;5;10;6;Temporada baja;FALSO;Falso;2;Problemas con la reserva;Adultos Mayores;1.619,83;589,03
U0230;64792296P;25;Other;Otro;Australia;Australia;Negocios;Negocios;R00230;11/02/2024;17/02/2024;325;6;7;4;Vuelo + Hotel + Tour;Vuelo + Hotel + Tour;7.720,30;PayPal;Paris;Paris;Hotel;Económica;City tour;City tour;Tour en Cuidad;7;6;VERDADERO;Verdadero;App móvil;Cancelada;10;2;8;2;Temporada baja;VERDADERO;Verdadero;3;Todo bien;Jovenes Adultos;1.930,08;1.102,90
U0231;75853232Z;20;Other;Otro;Australia;Australia;Turista;Turista;R00231;17/04/2024;19/04/2024;305;2;11;1;Vuelo + Hotel + Tour;Vuelo + Hotel + Tour;19.924,90;PayPal;Tokyo;Tokio;Hotel;Ejecutiva;Tour en bus;Tour en bus;Tour en bus;7;10;FALSO;Falso;Sitio web;Confirmada;11;4;11;4;Temporada baja;VERDADERO;Verdadero;3;No me gustó el servicio;Jovenes Adultos;19.924,90;1.811,35
U0232;42862524T;26;Other;Otro;Spain;España;Negocios;Negocios;R00232;15/04/2024;29/07/2024;59;105;8;1;Vuelo + Hotel + Tour;Vuelo + Hotel + Tour;4.298,60;Transferencia bancaria;Tokyo;Tokio;Resort;Primera clase;Tour en bus;Tour en bus;Tour en bus;9;7;FALSO;Falso;Sitio web;Pendiente;8;4;3;7;Temporada baja;FALSO;Falso;5;Recomendado;Jovenes Adultos;4.298,60;537,33
U0233;31616006E;41;Female;Femenino;UK;Reino unido;Turista;Turista;R00233;04/10/2024;23/10/2024;81;19;10;3;Solo vuelo;Vuelo;652,00;PayPal;Barcelona;Barcelona;;Económica;;;;7;9;VERDADERO;Verdadero;Agente de viajes;Cancelada;7;10;9;10;Temporada alta;VERDADERO;Verdadero;1;No me gustó el servicio;Mediana Edad;217,33;65,20
U0234;81236142G;22;Male;Masculino;Spain;España;Turista;Turista;R00234;02/03/2024;12/11/2024;59;255;13;1;Solo vuelo;Vuelo;689,90;Tarjeta de crédito;Rome;Roma;;Primera clase;;;;2;12;FALSO;Falso;Agente de viajes;Pendiente;10;3;5;11;Temporada alta;VERDADERO;Verdadero;3;Problemas con la reserva;Jovenes Adultos;689,90;53,07
U0235;80574736D;47;Other;Otro;Spain;España;Negocios;Negocios;R00235;23/05/2024;12/08/2024;122;81;2;3;Vuelo + Hotel;Vuelo + Hotel;9.759,60;PayPal;London;Londres;Airbnb;Económica;;;;8;1;FALSO;Falso;Agente de viajes;Confirmada;5;5;8;8;Temporada alta;FALSO;Falso;4;Excelente viaje;Mediana Edad;3.253,20;4.879,80
U0236;29427517Y;47;Female;Femenino;USA;EEUU;Tusirta;Turista;R00236;16/02/2024;10/03/2024;304;23;3;1;Vuelo + Hotel + Tour;Vuelo + Hotel + Tour;18.921,20;Tarjeta de crédito;Rome;Roma;Resort;Primera clase;Excursión en bote;Excursión en bote;Excursión en bote;6;2;VERDADERO;Verdadero;Agente de viajes;Pendiente;4;2;5;3;Temporada baja;VERDADERO;Verdadero;1;Problemas con la reserva;Mediana Edad;18.921,20;6.307,07
